name,date,year,director,prod,composer,cast_mem
Kapatadhaari,February,2021.0,Pradeep Krishnamoorthy,Creative Entertainers & Distributors,Simon K. King,"Sumanth, Sai Dheena, V. Jayaprakash, Jsk, Vennela Kishore, Sampath Maitreya, Kotesh Manava, Nassar, Suman Ranganath, Nandita Shwetha"
Chethilo Cheyyesi Cheppu Bava,February,2021.0,Katla Rajendra Prasad,Komarapu Productions,Parthu,"Samayera Khan, Aditya Om, Krishna Murali Posani, Jaya Prakash Reddy, Suman"
Bomma Adirindi Dhimma Tirigindi,February,2021.0,Kumar Kota,Manideep Entertainments,Bhagawath,"Avantika, Sanjana Choudhary, Arjun Kalyan, Shakalaka Shankar"
Lawyer Viswanath,February,2021.0,Bala Nageswara Rao Varada,Sree Mookambika Productions,Sunil Kashyap,"Ali, Niya Sankranthil, Juveria, Jayalalitha, Veera Bhadram, Chanakya, Gayathri, Giridhar, Jandhyala Gopalakrishna, Ram Koti"
Father Chitti Umaa Kaarthik,February,2021.0,Vidya Sagar Raju,Sri Ranjith Movies,Bheems Ceciroleo,"Aadil, Aadya, Abhi, Abhilash, Ammu Abhirami, Abhishek, Afreen, Mohammad Ali, Sangeeth Anchor, Aneri"
Pranavam,February,2021.0,Kumar,Gowtham Productions,Padmanav Bharadwaj,"Jabardasth Bobby, Rema Gayatri, Avanthika Harinalwa, Sree Mangam, Satya Sameera, Gemini Suresh"
Balamitra,February,2021.0,Shailesh Tiwari,"Sri Sai Balaji Films, V S Associates",Jayavardhan Anke,"Ranga, Sashikala Dharmavarapu, Dayanand Reddy, Laxman Meesala, Baby Aishwarya, Ravi Chandra, Kawan Jay, Master Shrijay Krishna, Sekhar Kumar, Mounika"
Jathi Ratnalu,March,2021.0,Anudeep K.V.,Swapna Cinema,Radhan,"Naveen Polishetty, Rahul Ramakrishna, Priyadarshi Pulikonda, Faria Abdullah, Keerthy Suresh, Vijay Deverakonda, Brahmanandam, Tanikella Bharani, V.K. Naresh, Giri Babu"
A1 Express,March,2021.0,"Dennis Jeevan Kanukolanu, Anoop Kumar Mondal","Abhishek Agarwal Arts, People Media Factory, Venkatadri Talkies",Hiphop Tamizha Adhi,"Sundeep Kishan, Lavanya Tripathi, Murli Sharma, Rao Ramesh, Krishna Murali Posani, Priyadarshi Pulikonda, Rahul Ramakrishna, Satish Saripalli, Abhijeeth Poondla, Raghu Babu"
Sreekaram,March,2021.0,Kishor B.,14 Reels Plus,Mickey J. Meyer,"Sharwanand, Priyanka Arulmohan, Rao Ramesh, V.K. Naresh, Sai Kumar, Murli Sharma, Aamani, Gowri Priya, Satya, Shishir Sharma"
Thellavarithe Guruvaram,March,2021.0,Manikanth Gelli,"Loukya Entertainment, Vaarahi Chalana Chitram",Kaala Bhairava,"Ajay, Harsha Chemudu, Vajja Venkata Giridhar, Siri Hanumanth, Rajeev Kanakala, Sri Simha Koduri, Mourya, Misha Narang, Saranya Pradeep, Mamilla Shailaja Priya"
Rang De,March,2021.0,Venky Atluri,Sithara Entertainments,Devi Sri Prasad,"Nithiin, Keerthy Suresh, V.K. Naresh, Kousalya, Rohini, Rajitha, Vineeth, Vennela Kishore, Brahmaji, Satyam Rajesh"
Kaadan,March,2021.0,Prabu Solomon,"Eros Worldwide, Eros Worldwide",Shantanu Moitra,"Srinath Alnath, Raghu Babu, Rana Daggubati, Abudhar Al Hassan, Zoya Hussain, Rajiv Kachroo, Ananth Mahadevan, Shriya Pilgaonkar, Pulkit Samrat, Vishnu Vishal"
A (Ad Infinitum),March,2021.0,Ugandhar Muni,"Avanthika Productions, Grayhawk Media",Vijay Kurakula,"Nithin Prasanna, Preethi Asrani, Snehal Kamath, Baby Deevena, Krishna Veni, Rangadham, Jagan, Krishnamurthi, Bharadwaj Bankupalli, Chandrashekar"
Chaavu Kaburu Challaga,March,2021.0,Koushik Pegallapati,GA2 Pictures,Jakes Bejoy,"Kartikeya Gummakonda, Lavanya Tripathi, Aamani, Murli Sharma, Tanikella Bharani, Srikanth Iyengar, Prabhu, Rajitha, E.V.V. Malli, Bhadram"
Gaali Sampath,March,2021.0,"Aneesh Krishna, Anil Ravipudi","Imagespark Entertainment, Shine Screens",Achu Rajamani,"Rajendra Prasad, Sree Vishnu, Lovely Singh, Tanikella Bharani, Satya, Raghu Babu, Anish Kuruvilla, Srikanth Iyengar, Mirchi Kiran, Sreenivas Sai"
Mosagallu,March,2021.0,Jeffrey Gee Chin,24 Frames Factory,Sam C.S.,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Ruhi Singh, Karma McCain, Naveen Chandra, Navdeep, Juliette Audrey, Priscilla Avila, Raghu Babu"
Sashi,March,2021.0,Srinivas Naidu Nadikatla,Sri Hanuman Movie Makers,Arun Chiluveru,"Aadi, Mahesh Achanta, Ajay, Ashok, Bhadram, Bharath, Harsha Chemudu, Vajja Venkata Giridhar, Venu Gopal, Gouthami"
Shaadi Mubarak,March,2021.0,Padmasri,Sri Venkateswara Creations,Sunil Kashyap,"Adithi, Banerjee, Bhadram, Harjot Singh Dhaliwal, Ajay Ghosh, Hema, R.J. Hemant, Jhansi, Latha, Madhunandan"
Play Back,March,2021.0,Hari Prasad Jakka,Sri Venkateswara Art Creations,Syed Karam,"Dinesh Tej, Ananya Nagalla, Arjun Kalyan, Spandana Palii"
Power Play,March,2021.0,Vijay Kumar Konda,Vanamalee Creations,Suresh Bobblli,"Abhilash, Ajay, Darbha Appaji Ambarisha, Basha, Bhupal, Bindu, Prince Cecil, Mahendra Chakravarthi, Dawood, Dhanraj"
Climax,March,2021.0,Bhavani Shankar Kaipa,Kaipas Production House,Rajesh Nidhwana,"Chandranath, Muralidhar Goud, Aarti Gupta, Ankitha Kharath, Ramesh Kumar, Mounika Madhuganti, Mahendranath, Mahesh, Junaid Malik, Nagaraju"
Emotional Fool,March,2021.0,Jagrit Kiriti Prince,PJK Productions,Sai Deva Harsha,"Jagrit Kiriti Prince, Lasya, Vishika, Shruthi, Sampath, Sriraj, Shake Chandhu"
Vakeel Saab,April,2021.0,Venu Sriram,"Sri Venkateswara Creations, Bayview Projects",S. Thaman,"Pawan Kalyan, Nivetha Thomas, Anjali, Ananya Nagalla, Prakash Raj, Shruti Haasan, Vamsi Krishna, Mukesh Rishi, Srikanth Iyengar, Lirisha"
Wild Dog,April,2021.0,Ahishor Solomon,Matinee Entertainments,S. Thaman,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulkarni, Bilal Hossein, Ali Reza, Mayank Parekh, Pradeep Rudra, Prakash Sudarshan, Anish Kuruvilla"
Y,April,2021.0,Baalu Adusumilli,Yerukonda Entertainments,Vikas Badisha,"Raghu Babu, Akshay Chandra, Rahul Ramakrishna, Deviyani Sher, Garima Singh, Srikanth, Gemini Suresh"
Mad,April,2021.0,Meneni Laxman,Modela Talkies,,"Madhav Chilkuri, Spandana Palii, Rajath Raghav, Swetaa Varma"
Blocked,April,2021.0,Ram Lodagala,Thank You Infra Talkies,Pradeep Chandra,"Mahaboob Basha, Divya, Vinay Mahadev, Manoj Nandam, Swetha Saluru"
Check Mate,April,2021.0,Prasad Velampalli,Chinni Krishna Productions,Prasad Velampalli,"Sampoornesh Babu, Krishna Bhagavan, Brahmanandam, Raghu Kumar Karumanchi, Deeksha Panth, Rajendra Prasad, Vishnu Priya, Thagubothu Ramesh, Shakalaka Shankar"
Chai Kahani,April,2021.0,Arun Kumar Bandari,Sri Maha Ganapathi Creations,P.V.R. Raja,"Chittoju Krishna, Bhavani Madhava, Shravanthi, Silver Suresh, Karthik Trichy"
D3 Dosti Dil Dhokha,Apr,2021.0,Bhaskar Ram,B.S. Productions,Jayavardhan Anke,"Vamsi Yakasiri, Parth Bhalerao, Ravi Khengle, Krishna Murali Posani, Dnyanada Ramtirthkar, Sanjay Shejwal, Akshay Tanksale, Shivraj Walvekar"
Kadhanika,April,2021.0,Jagadeesh Dugana,Thank You Infra Talkies,Tarun Rana Pratap,"Srikanth Iyengar, Manoj Nandam, Bhel Prasad, Ravi Varma"
疯狂的摄像机,May,2021.0,Praveen Kandregula,"A D2R Indie, D2R Films",Sirish Satyavolu,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatappa, Sindhu Sreenivasa Murthy, Uma Yaluvalli Gopalappa, Sirivennela Yanamandhala, Ram Charan, Davani"
Ek Mini Katha,May,2021.0,Karthik Rapolu,"Mango Mass Media, UV Concepts",Praveen Lakkaraju,"Santosh Sobhan, Kavya Thapar, Shraddha Das, Krishna Murali Posani, Brahmaji, Sudharshan, Harshavardhan, Sapthagiri, Roopa Lakshmi, Prabhavathi"
Battala Ramaswami biopikku,May,2021.0,Ram Narayan,Seven Hills Productions,Ram Narayan,"Altaf Hassan, Lavanya Reddy, Satvika Jay, Shanthi Rao, Bhadram, Siri Chandana, Mahindra Ganachary"
Maaya,May,2021.0,Radhika Jayanti,"Raysun Productions, VR Productions",Praneeth Namboori,"Sandhya Bayireddy, Abhishek Sabbe, Rohini Kumar, Dustin Lee, Aida, Mahima Yalavarthy"
Thank You Brother!,May,2021.0,Ramesh Raparthi,"Aha, Just Ordinary Entertainment",Guna Balasubramanian,"Viraj Ashwin, Anasuya Bharadwaj, Mounika Reddy, Aadarsh Balakrishna, Harsha Chemudu, Anish Kuruvilla, Archana Ananth, Annapurnamma, Kadambari Kiran, Kiran Paleru"
Atma Vasikaranam,May,2021.0,Vimal Vasthav,Sri Venkateshwara Company,,"Lokesh Nayak, Rohith, Ruchira, Ronnie SRG, P. Vishal"
Chinna Chinni Asha,May,2021.0,"Raja Lakkapragada, Bharath Kumar Pathipati",Avakaya Talkies,Rohan James,"Deepak Yellapragada, Srisubha Addepalli, Bharath Kumar Pathipati, Vinod Muduchuru, Sita Ram Lakkapragada, Shiva Kiran Tadikonda, Guru Charan Paduchuri, Naveen Gowda, Pratima Srinivas, Murali Krishna Gunnam"
Idi Na Selfie,May,2021.0,Ch. Prabhakar,Sri Charan Sensational Movies,,"Aarohi Gadagi, Shiv Nagendra, Vinod Kumar Nuvvula, Cv Prabbakarr, Bhel Prasad, Shiv"
Ardha Shathabdham,June,2021.0,Rawindra Pulle,Rishitha Sree Creations,Nawfal Raja Asi,"Karthik Rathnam, Naveen Chandra, Krishna Priya, Suhas, Sai Kumar, Subhalekha Sudhakar, Aamani, Pavitra Lokesh, Raja Ravindra, Ajay"
Pachchis,June,2021.0,"Sri Krishna, Rama Sai","Avasa Chitram, Mango Mass Media, Raasta Films",Smaran,"Raamz, Swetaa Varma, Jay Chandra, Subhalekha Sudhakar, John Kottoly, Viswender Reddy, Ravi Varma, Sunjit Akkinepalli, Dayanand Reddy, Ram Sai"
Rangaddy,June,2021.0,Kanna Rao Gopishetty,Smart Made Studios,,"Vishnu, Siva Vanipenta, Moula Shahid, Sravanthi Kasa, Rama Chandra, Nirved Reddy"
Narappa,July,2021.0,Srikanth Addala,"Suresh Productions, V. Creations",Mani Sharma,"Venkatesh Daggubati, Priyamani, Rajeev Kanakala, Rakhi, Karthik Rathnam, Chaitra, Aadukalam Naren, Deepak Shetty, Shritej, Aravind"
Thimmarusu: Assignment Vali,July,2021.0,Sharan Koppisetty,"East Coast Productions, S Originals",Sekhar Chandra,"Satyadev Kancharana, Priyanka Jawalkar, Brahmaji, Ajay, Ravi Babu, Jhansi, Praveen, Harsha Chemudu, N. Balakrishna, Ankith Koyya"
Crrush,July,2021.0,Ravi Babu,Flying Frogs Production,Vaidhhy,"Krishna Burugula, Ankita Manoj, Parree Pande, Charan Sai, Abhay Simha, Sri Sudha, Meesam Suresh"
Ranganaayaki,Jul,2021.0,"Sasi Camp, Rohit Penumatsa",Avanti Cinema,Smaran,"Arscha, Dinesh, Sasi Camp, Prashanth Podagatlapalli, Mahesh, Thanmai Bolt, Divya Bandaru"
Sundari,August,2021.0,Kalyanji Gogana,Rizwan Entertainment,Suresh Bobblli,"Arjun Ambati, Darbha Appaji Ambarisha, Arun, Ayesh, Chaitanya, Sahithi Dasari, Chitra Datrak, Kishori Datrak, Dawood, Shamna Kasim"
Ichata Vahanumulu Niluparadu,August,2021.0,S. Darshan,"AI Movies, Shaastra Movies",Praveen Lakkaraju,"Sushanth, Arun Aadhitya, Krishna Chaitanya, Meenaakshi Chaudhary, Vennela Kishore, Harish Koyalagundla, Sambaa Siva, Sushanth"
Sridevi Soda Center,August,2021.0,Karuna Kumar,70mm Entertainment,Mani Sharma,"Ajay, Anandhi, Raghu Babu, Sneha Gupta, Harshavardhan, V.K. Naresh, Pavel Navageethan, Sudheer Babu Posani, Satyam Rajesh, Kalyani Raju"
Paagal,August,2021.0,Naresh Kuppili,"Lucky Media, Sri Venkateswara Creations",Leon James,"Bhoomika Chawla, Vishwak Sen, Murli Sharma, Harsha Sai, Nivetha Pethuraj, Mahesh Achanta, Megha Lekha, Rahul Ramakrishna, Simran Choudhary, Racha Ravi"
Raja Raja Chora,August,2021.0,Hasith Goli,"Abhishek Agarwal Arts, People Media Factory",Vivek Sagar,"Sree Vishnu, Megha Akash, Sunaina Yella, Ravi Babu, Ajay Ghosh, Srikanth Iyengar, Tanikella Bharani, Kadambari Kiran, Inturi Vasu, Gangavva"
SR Kalyanamandapam,August,2021.0,Sridhar Gade,Elite Entertainments,Chaitan Bharadwaj,"Kiran Abbavaram, Rajsekhar Aningi, Priyanka Jawalkar, Pragna Kiran, Pragnya, Shivasara"
Vivaha Bhojanambu,August,2021.0,Ram Abbaraju,"Anandi Art Creations, Soldiers' Factory, Venkatadri Talkies",Anirudh Vijay,"Satya, Harsha Chemudu, Nithyasree Goru, Srikanth Iyengar, Kalpalatha, Kireeti, Sundeep Kishan, Madhumani, Aarjavee Raj, Dayanand Reddy"
Merise Merise,August,2021.0,PawanKumar Kothuri,Kothuri Entertainments,Karthik Kodakandla,"Mani Aegurla, Shweta Avasthi, Balu, Bharath, Prasad Bolisetti, Chandrashekhar, Nitesh Chowhan, Sree Devi Desai, Parameshwar Gaandla, Pramukhanati Indu"
Kanabadutaledu,August,2021.0,Balaraju M.,"SS Films, Shade Studios, Sree Padha Creations",Madhu Ponnas,"Kishan Aanapu, Nag Akhil, Shyam Boddeti, Kranthi Kumar Chilla, Timothy Dasari, Kireeti DhamaRaj, Girish, Govind, Himaja, Santhosh Jaheerabad"
Bazaar Rowdy,August,2021.0,D. Vasantha Nageswara Rao,KS Creations,S.S. Factory,"Sampoornesh Babu, Karate Kalyani, Mahesh Kathi, Maheshwari, Sayali Shinde"
Chaitanyam,August,2021.0,Surya,"3StarEntertainments, JM Productions",Arjun Ramu,"Kautilya, Yashika, Raghunadh Eswar Reddy, Sundaram, Rama Rao Jadhav, Shiva Bsp, Vishnu Priya, Shaik Aashik, Archana, Prasad Bagari"
House Arrest,August,2021.0,Sekhar Reddy,Primeshow Entertainment,Anup Rubens,"Ravi Babu, Rolar Raghu, Thagubothu Ramesh, Srinivasa Reddy, Sapthagiri"
Ksheera Sagara Madhanam,August,2021.0,AnilPanguluri,"Art And Heart Creations, Sri Balaji",Ajay Arasada,"Maanas Nagulapalli, AkshataSonawane, SanjayRao, CharishmaSrikar, GowthamSetty, Priyanth, MaheshKommula, AnilPanguluri, Subramanyam B., Sanjana Bachu"
Maestro,September,2021.0,Merlapaka Gandhi,Sreshth Movies,Mahati Swara Sagar,"Nithiin, Tamannaah Bhatia, Nabha Natesh, V.K. Naresh, Jisshu Sengupta, Harshavardhan, Srinivasa Reddy, Racha Ravi, Mangli, Sreemukhi"
Tuck Jagadish,September,2021.0,Shiva Nirvana,Shine Screens,S. Thaman,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, V.K. Naresh, Nassar, Rao Ramesh, Rohini, Devadarshini Chetan, Maala Parvathi"
Republic,October,2021.0,Deva Katta,"JB Entertainments, Zee Studios",Mani Sharma,"Aamani, Jagapathi Babu, Boxer Dina, Nalla Sreedhar Reddy Gabbar, Srikanth Iyengar, Ramya Krishnan, Chandramogli Madem, Vinay Nallakadi, Ravi Raja, Aishwarya Rajesh"
Seetimaarr,September,2021.0,Sampath Nandi,Srinivasaa Silver Screen,Mani Sharma,"Gopichand, Tamannaah Bhatia, Digangana Suryavanshi, Tarun Arora, Preethi Asrani, Bhoomika Chawla, Chandramogli Madem, Vinni Mobstaz, Rohit Pathak, Krishna Murali Posani"
Clue: A Love Thriller,September,2021.0,Venkateswarlu Karadi,Viswa Creations,Prajwal Krish,"Bhoomireddy Venkat Reddy, Aishwarya, Zeenat Kapadia, Naveen Kumar, Anil Kumar, Vijay Kumar, Vishal, Gowthami"
Love Story,September,2021.0,Sekhar Kammula,"Amigos Creations, Sree Venkateswara Cinemas",Pawan Ch,"Naga Chaitanya Akkineni, Sai Pallavi, Rajeev Kanakala, Easwari Rao, Devayani, Uttej, Chakrapani Ananda, Gangavva, Duvvasi Mohan, Bhanu Teja"
Dear Megha,September,2021.0,Sushanth Reddy,Vedaansh Creative Works,Hari Gowra,"Megha Akash, Thrigun, Arjun Somayajula, Pavitra Lokesh, Chakrapani Ananda"
Plan B,September,2021.0,K.V. Rahamahi,AVR Movie Wonders,Swara,"Srinivas Reddy, Murli Sharma, Dayanand Reddy, Kunal Sharma"
Gully Rowdy,September,2021.0,G. Nageswara Reddy,"Kona Film Corporation, MVV Cinema",Ram Miriyala,"Saurav Chakrabarti, Harsha Chemudu, Sundeep Kishan, Vennela Kishore, Krishna Murali Posani, M.V.V. Satyanarayana, Shakalaka Shankar, Laavanya Sharma, Neha Shetty, Bobby Simha"
Nootokka Zillala Andagaadu,September,2021.0,Rachakonda Vidyasagar,"First Frame Entertainment, SVC-FFE Films, Sri Venkateswara Creations",Shakthikanth Karthick,"Srinivas Avasarala, Ruhani Sharma, Rohini, Krishna Bhagavan, Sivannarayana, Abhishek Maharshi, Abhimanyu, Masth Ali, Anirudh, Archana"
Maro Prasthanam,September,2021.0,"Jhonny, Jhony","Mirth Media, Omkharreswara Creations",Suneel Kashyap,"Tanish Alladi, Bhanu Sri Mehra, Shubhangi Pant, Archana Singh Rajput, Musskan Sethi, Kabir Duhan Singh, Tanish, Amit Tiwari"
Aakashavaani,September,2021.0,Ashwin Gangaraju,AU&I Studios,Kaala Bhairava,"Samuthirakani, Getup Srinu, Vinay Varma, Teja Kakumanu, Shaking Seshu, Mime Madhu, Prashanth, Abhinay Shukla, Prashant"
Mounam,September,2021.0,Kishan Sagar,Sandhya Motion Pictures,M.M. Srilekha,"Bhanu Sri, Chinna, Dhanraj, Jeeva, Murali Krishnan"
醫者,October,2021.0,Nelson Dilipkumar,"KJR Studios, Sivakarthikeyan Productions, Goldmines Telefilms",Anirudh Ravichander,"Sivakarthikeyan, Vinay Rai, Priyanka Arulmohan, Yogi Babu, Milind Soman, Ilavarasu, Deepa Shankar, Archana Chandhoke, Redin Kingsley, Arun Alexander"
Most Eligible Bachelor,October,2021.0,Bommarillu Baskar,GA2 Pictures,Gopi Sundar,"Akhil Akkineni, Pooja Hegde, Neha Shetty, Murli Sharma, V. Jayaprakash, Shiva Karthik, Vennela Kishore, Ajay, Aamani, Pragathi"
Varudu Kaavalenu,October,2021.0,Lakshmi Sowjanya,Sithara Entertainments,Vishal Chandrashekhar,"Mahesh Achanta, Ananth, Vaishnavi Chaitanya, Harshavardhan, Arjun Kalyan, Kireeti, Vennela Kishore, Nadia Moidu, Kalyani Natarajan, Praveen"
Romantic,October,2021.0,Anil Paduri,"Puri Connects, Puri Jagannadh Touring Talkies",Sunil Kashyap,"Akash Puri, Ketika Sharma, Ramya Krishnan, Ramaprabha, Makrand Deshpande, Uttej, Sunaina, Deviyani Sharma, Temper Vamsi, Ravi Awana"
Madhura Wines,October,2021.0,Jaya Kishore .B.,"RK Cine Talkies, S Originals",Jay Krish,"Sunny Naveen, Seema Chowdary, Sammohit Tumuluri, Allu Ramesh, Harish Roshan, Satish Saripalli, Leela Venkatesh"
PellisandaD,October,2021.0,Gowri Ronanki,"Arka Mediaworks, RK Film Associates",M.M. Keeravani,"Tanikella Bharani, Kiriti Dharmaraju, Vennela Kishore, Krishna Murali Posani, Rajendra Prasad, Prakash Raj, Rao Ramesh, Roshann, Shakalaka Shankar, Vithika Sheru"
Maha Samudram,October,2021.0,Ajay Bhupathi,AK Entertainments,Chaitan Bharadwaj,"Sharwanand, Siddharth, Aditi Rao Hydari, Anu Emmanuel, Jagapathi Babu, Rao Ramesh, Saranya Ponvannan, Ramachandra Raju, Ooha Reddy, Anand Ramaraju"
Konda Polam,October,2021.0,Radha Krishna Jagarlamudi,First Frame Entertainment,M.M. Keeravani,"Panja Vaisshnav Tej, Rakul Preet Singh, Mahesh Achanta, Annapoorna, Sai Chand, Siddharth Gollapudi, Hema, Chandramogli Madem, Madhu Mani, Nassar"
Aaradugula Bullet,October,2021.0,Gopal B.,Jaya Balaji Real Media,Mani Sharma,"Gopichand, Nayanthara, Prakash Raj, Abhimanyu Singh, Kota Srinivasa Rao, Brahmanandam, Jayaprakash Reddy, Chalapathi Rao, Madhunandan, Salim Baig"
The Rose Villa,October,2021.0,"R.J. Hemant, Hemanth Varma",Chitra mandhir studio,Suresh Bobblli,"Dheekshith Shetty, Swetaa Varma, Archana Kumar, Raja Ravindra, Anju, Anwar, Sri Devi, Fahad, Lalit, Mahesh"
Miles of Love,October,2021.0,Kayyam Upendra Kumar Nandhan,Comrade Film Factory,,"Medishetti Abhinav, Ramya Pasupileti, Kaushik Reddy, Vismaya Sri, Ravi Siva Teja"
Eakam,October,2021.0,Varun Vamsi,"Ananda Thoughts, Ananda Thoughts",,"Anish Avunuri, Tanikella Bharani, Sree Charan, Master Satvik Chinchalapu, Kalpika Ganesh, Srinivasa Kapavarapu, Laxman Meesala, Aditi Myakal, Niharith, Dayanand Reddy"
Natyam,October,2021.0,Revanth Korukonda,Nishrinkala Films,Shravan Bharadwaj,"Sandhya Raju, Kamal Kamaraju, Rohit Behal, Aditya Menon, Subhalekha Sudhakar, Bhanupriya, Darbha Appaji Ambarisha, Hyper Aadi, Srikrishna Avadhanula, Teki Ramesh Babu"
Idhe Maa Katha,October,2021.0,Guru Pawan,Gurrappa Parameswara Productions,,"Sumanth Ashwin, Badram, Bhoomika Chawla, Srijita Ghosh, Tanya Hope, Srikanth Iyengar, Sandhya Janak, Madhumani, Prudhviraj, Sameer"
Click,October,2021.0,Srinivas Kaushik,Shuklambaradharam Cine Creations,Sathish Babu,"Bhanu Sri, Bhanuchander, Padmaja Lanka, Sharath Lohitashwa, Gemini Suresh"
Itlu Amma,October,2021.0,C. Umamaheshwara Rao,Bommaku Creations,Sunny M.R.,"Revathi, Krishna Murali Posani, Ravi Kale, Mihirah Gurupadappa, Vineet Sai Kota, Aruvi Balaji, Rohith Guttamidhi, Bommaku Murali, Krishneshwar Rao"
Adbhutham,November,2021.0,Mallik Ram,"MSK Films, Mahaateja Creations, S Originals",Radhan,"Teja Sajja, Shivani Rajashekar, Devi Prasad, Chammak Chandra, Mirchi Kiran, Mandava Sai Kumar, Divya Narni, Sivaji Raja, Satya, Tulasi"
Bro,November,2021.0,Karthik Thupurani,"JJR entertainments, Mango Mass Media, Sttv Films",Sekhar Chandra,"Naveen Chandra, Avika Gor, Sai Ronak, Sanjana Sarathy"
Raja Vikramarka,November,2021.0,Sri Saripalli,Sree Chitra Movie Makers,Prashanth Vihari,"Kartikeya Gummakonda, Tanya S Ravichandran, Sudhakar Komakula, Sai Kumar, Pasupathy, Tanikella Bharani, Harshavardhan, Surya, Dayanand Reddy"
Pushpaka Vimanam,November,2021.0,Damodara,"King of the Hill, Tanga Productions",Amit N. Dasani,"Ajay, Bhadram, Varsha Bollamma, Harsha Chemudu, Anand Deverakonda, Vajja Venkata Giridhar, Harshavardhan, Kireeti, Saanve Megghana, V.K. Naresh"
Poster,November,2021.0,MahipalReddy,Sri Sai Pushpa Creations,Sandy Addanki,"Vijay Dharan Datla, Raashi Singh, Akshata Sonawane, Shivaji Raja, Madhu Mani, Kasi Vishwanath, Ram Raju, Swapnika"
Missing: Search vs Revenge,November,2021.0,Srini Josyula,"Bajarangabali Films, Imperial Films and Studio",Ajay Arasada,"Harsha Narra, Nikkesha, Misha Narang, Backagaindancer, Anuroop Katari"
Anubhavinchu Raja,November,2021.0,Srinivas Gavireddy,"Annapurna Studios, Sree Venkateswara Cinemas",Gopi Sundar,"Ajay, Aadarsh Balakrishna, Ariyana Glory, Kashish Khan, Ravi Krishna, Aadukalam Naren, Sai Phanindhra, Krishna Murali Posani, Bhupal Raj, Chandoo Sai"
Mr Lonely,November,2021.0,Mukki Harish Kumar,skmlmotion Picctures,Nizani Anjan,"Lohitha, Kiya Reddy, Nuraj Mani Sai, Sonali Vardham"
The Trip,November,2021.0,Vamsi Krishna Akella,VDR Films,,"Goutham Raj, Soumya Shetty, Aamani, Sarala Reddy, Vaibhav, Master Adharvan, Baby Nethra Reddy, Dr. Hari, Shafi, Silver Suresh"
Ram Asur,November,2021.0,Triparna Venkatesh,"ASP Media house, Gv Ideas",,"Sherry Agarwal, Dishanth, Abhichandra Jella, Ram Karthik, Sai Krishna, Prem Kumar, Shani Salmon, Abhinav Sardhar, Sreekar, Subhalekha Sudhakar"
Cauliflower,November,2021.0,R.K. Malineni,"Madhusudhana Creations, Radhakrishna Talkies",Prajwal Krish,"Sampoornesh Babu, Ramandeep Kaur, Naga Mahesh, Posani Krishna Murali, Shining Phani, Gautham Raju, Vasanthi"
Manchi Rojulochaie,November,2021.0,Maruthi Dasari,"Mass Movie Makers, UV Concepts, V Celluloid",Anup Rubens,"Harsha Chemudu, Ajay Ghosh, Srikanth Iyengar, Vennela Kishore, Mehreen Pirzada, Praveen, Satyam Rajesh, Rajitha, Busstop Koteshwara Rao, Srinivasa Reddy"
Ooriki Uttharana,November,2021.0,"Satish Paramvedha, Sateesh Paramveda",Eagle Eye Entertainments,Bheems Ceciroleo,"Chakrapani Ananda, Ankith Koyya, Vanaparthi Naren, Ramaraju, Dipali Sharma"
Pushpa: The Rise - Part 1,December,2021.0,Sukumar,"Mythri Movie Makers, Muttamsetty Media",Devi Sri Prasad,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari, Sunil, Rao Ramesh, Dhananjaya, Anasuya Bharadwaj, Ajay, Ajay Ghosh"
Shyam Singha Roy,December,2021.0,Rahul Sankrityan,"Niharika Entertainment, B4U Motion Pictures",Mickey J. Meyer,"Nani, Sai Pallavi, Krithi Shetty, Madonna Sebastian, Murli Sharma, Jisshu Sengupta, Rahul Ravindran, Abhinav Gomatam, Manish Wadhwa, Leela Samson"
Akhanda,December,2021.0,Boyapati Srinu,Dwaraka Creations,S. Thaman,"Nandamuri Balakrishna, Pragya Jaiswal, Jagapathi Babu, Meka Srikanth, Avinash, Chammak Chandra, Viji Chandrashekhar, Baby Deshna Javaji, Shiva Karthik, Shamna Kasim"
